id,label,iri,semantic
Xenbase:XB-GENE-1004004,stx7,,gene
ENSEMBL:ENSMMUG00000000639,ENSEMBL:ENSMMUG00000000639,,gene
Xenbase:XB-GENE-968395,rpl4,,gene
dictyBase:DDB_G0281493,sodD,,gene
MP:0011197,abnormal proamniotic cavity morphology,,phenotype
HP:0000174,Abnormal palate morphology,,phenotype
HP:0011123,Inflammatory abnormality of the skin,,phenotype
ZP:0013137,"cell division process quality, abnormal",,phenotype
ENSEMBL:ENSFCAG00000028168,ENSEMBL:ENSFCAG00000028168,,gene
ZP:0019984,"neural tube closure delayed, abnormal",,phenotype
ENSEMBL:ENSGALG00000016770,E1BVN0,,gene
GO:0005769,early endosome,,molecular function
MP:0011101,"prenatal lethality, incomplete penetrance",,phenotype
dictyBase:DDB_G0269144,hspB,,gene
PomBase:SPAC31G5.09c,spk1,,gene
RGD:1310849,Ipo7,,gene
MP:0008596,increased circulating interleukin-6 level,,phenotype
APO:0000330,haploproficient,,phenotype
FlyBase:FBgn0030694,CG15602,,gene
ENSEMBL:ENSACAG00000008857,ENSEMBL:ENSACAG00000008857,,gene
HGNC:6877,MAPK3,,gene
HP:0008887,Adipose tissue loss,,phenotype
ENSEMBL:ENSMODG00000002006,ENSEMBL:ENSMODG00000002006,,gene
Xenbase:XB-GENE-969139,sumo2,,gene
SGD:S000000629,SNT1,,gene
HP:0003302,Spondylolisthesis,,phenotype
ENSEMBL:ENSOANG00000005189,ENSEMBL:ENSOANG00000005189,,gene
WBPhenotype:0000120,protein expression reduced,,phenotype
MGI:1913125,Pias1,,gene
ENSEMBL:ENSPTRG00000010940,ENSEMBL:ENSPTRG00000010940,,gene
HP:0000501,Glaucoma,,phenotype
ZFIN:ZDB-GENE-030916-1,mhc1zaa,,gene
MONARCH:APO_0000155APO_0000004,apoptosis:increased,,phenotype
ENSEMBL:ENSACAG00000015910,ENSEMBL:ENSACAG00000015910,,gene
MGI:1099804,Hip1,,gene
WormBase:WBGene00010888,dlc-2,,gene
ENSEMBL:ENSBTAG00000013271,NCOR1,,gene
ENSEMBL:ENSOANG00000007717,ENSEMBL:ENSOANG00000007717,,gene
ZFIN:ZDB-GENE-121031-4,chd3,,gene
ENSEMBL:ENSFCAG00000038081,ENSEMBL:ENSFCAG00000038081,,gene
ZP:0010937,"pronephric glomerular capillary absent, abnormal",,phenotype
ZP:0000343,"cell migration in diencephalon delayed, abnormal",,phenotype
ENSEMBL:ENSMODG00000009994,ENSEMBL:ENSMODG00000009994,,gene
ENSEMBL:ENSPTRG00000011268,ENSEMBL:ENSPTRG00000011268,,gene
ENSEMBL:ENSOANG00000010001,ENSEMBL:ENSOANG00000010001,,gene
ENSEMBL:ENSPTRG00000009515,ENSEMBL:ENSPTRG00000009515,,gene
ENSEMBL:ENSFCAG00000004294,ENSEMBL:ENSFCAG00000004294,,gene
ENSEMBL:ENSMODG00000015091,ENSEMBL:ENSMODG00000015091,,gene
MP:0001613,abnormal vasodilation,,phenotype
ZP:0020988,"double-strand break repair via nonhomologous end joining increased frequency, abnormal",,phenotype
APO:0000152,haploinsufficient,,phenotype
2350,rabeprazole,,drug
WBPhenotype:0000676,growth rate variant,,phenotype
ZP:0000374,"head apoptotic, abnormal",,phenotype
WBPhenotype:0000520,morphology phenotype,,phenotype
ZP:0000389,"intestinal epithelial cell proliferative, abnormal",,phenotype
ENSEMBL:ENSOANG00000015350,ENSEMBL:ENSOANG00000015350,,gene
WBPhenotype:0002282,autophagy increased,,phenotype
ZP:0003340,"axoneme eye photoreceptor cell decreased length, abnormal",,phenotype
ZP:0000217,"liver development disrupted, abnormal",,phenotype
ENSEMBL:ENSGALG00000021198,LOC101751348,,gene
ENSEMBL:ENSCAFG00000008221,ALDOA,,gene
dictyBase:DDB_G0282993,sodC,,gene
ENSEMBL:ENSACAG00000014561,ENSEMBL:ENSACAG00000014561,,gene
PomBase:SPAC1B9.02c,sck1,,gene
ZP:0010992,"breeding tubercle jaw flap decreased size, abnormal",,phenotype
ENSEMBL:ENSSSCG00000001398,SLA-6,,gene
MGI:87870,Acat1,,gene
ENSEMBL:ENSGALG00000047025,A0A1D5PGC3,,gene
ZP:0000778,"regulation of smoothened signaling pathway disrupted, abnormal",,phenotype
ENSEMBL:ENSPTRG00000052247,ENSEMBL:ENSPTRG00000052247,,gene
ENSEMBL:ENSFCAG00000011363,ENSEMBL:ENSFCAG00000011363,,gene
HGNC:12479,UBE2E3,,gene
HP:0001315,Reduced tendon reflexes,,phenotype
EnsemblGenome:AT4G37010,EnsemblGenome:AT4G37010,,gene
ZP:0002921,"gut epithelium morphology, abnormal",,phenotype
WormBase:WBGene00001747,gsp-1,,gene
MP:0011941,increased fluid intake,,phenotype
ZFIN:ZDB-GENE-130206-11,mhc1zja,,gene
HP:0001735,Acute pancreatitis,,phenotype
WormBase:WBGene00012236,W04A8.1,,gene
ENSEMBL:ENSMMUG00000001711,ENSEMBL:ENSMMUG00000001711,,gene
MONARCH:APO_0000197APO_0000004,colony sectoring:increased,,phenotype
MP:0010072,increased pruritus,,phenotype
SGD:S000000201,PKC1,,gene
ENSEMBL:ENSMMUG00000062758,ENSEMBL:ENSMMUG00000062758,,gene
ZFIN:ZDB-GENE-030131-5877,ppp1cc,,gene
MP:0008253,absent megakaryocytes,,phenotype
ENSEMBL:ENSECAG00000035867,ENSEMBL:ENSECAG00000035867,,gene
ENSEMBL:ENSGALG00000052529,RNF4,,gene
WormBase:WBGene00000231,atx-2,,gene
PomBase:SPBC16A3.15c,nda2,,gene
ZP:0002100,"cranial cartilage morphology, abnormal",,phenotype
HP:0200043,Verrucae,,phenotype
MP:0001394,circling,,phenotype
HGNC:4812,HAP1,,gene
ENSEMBL:ENSECAG00000019669,ENSEMBL:ENSECAG00000019669,,gene
MP:0020386,adipose tissue inflammation,,phenotype
MP:0008115,abnormal dendritic cell differentiation,,phenotype
4425,colistin,,drug
FBcv:0000364,sterile,,phenotype
MONARCH:APO_0000080APO_0000003,stress resistance:decreased,,phenotype
ENSEMBL:ENSSSCG00000038993,ENSEMBL:ENSSSCG00000038993,,gene
WBPhenotype:0002469,plate tap habituation variant,,phenotype
WBPhenotype:0000408,dauer recovery inhibited,,phenotype
MP:0002276,abnormal lung interstitium morphology,,phenotype
ENSEMBL:ENSOANG00000014576,ENSEMBL:ENSOANG00000014576,,gene
ENSEMBL:ENSMMUG00000060287,ENSEMBL:ENSMMUG00000060287,,gene
ZP:0017665,"blood plasma heart fatty, abnormal",,phenotype
ZP:0011927,"endoplasmic reticulum retinal inner nuclear layer morphology, abnormal",,phenotype
FlyBase:FBgn0013275,Hsp70Aa,,gene
ZFIN:ZDB-GENE-140820-11,mhc1lja,,gene
ZP:0000358,"forebrain quality, abnormal",,phenotype
MP:0003703,abnormal vestibulocochlear ganglion morphology,,phenotype
FlyBase:FBgn0000711,flw,,gene
ENSEMBL:ENSOANG00000005396,ENSEMBL:ENSOANG00000005396,,gene
ENSEMBL:ENSACAG00000010183,ENSEMBL:ENSACAG00000010183,,gene
ENSEMBL:ENSOANG00000012814,ENSEMBL:ENSOANG00000012814,,gene
ZP:0002944,"swim bladder absent, abnormal",,phenotype
ZP:0002222,"post-vent region shape, abnormal",,phenotype
WBPhenotype:0000291,no oocytes,,phenotype
MP:0011096,"embryonic lethality between implantation and somite formation, complete penetrance",,phenotype
WBPhenotype:0000324,short,,phenotype
MP:0011021,abnormal circadian regulation of heart rate,,phenotype
HP:0004969,Peripheral pulmonary artery stenosis,,phenotype
MP:0008463,abnormal peripheral lymph node morphology,,phenotype
Xenbase:XB-GENE-5879626,lamtor1,,gene
ENSEMBL:ENSBTAG00000025071,TENM2,,gene
HP:0000924,Abnormality of the skeletal system,,phenotype
ENSEMBL:ENSMODG00000012080,ENSEMBL:ENSMODG00000012080,,gene
ENSEMBL:ENSMMUG00000020021,ENSEMBL:ENSMMUG00000020021,,gene
ENSEMBL:ENSMODG00000004473,ENSEMBL:ENSMODG00000004473,,gene
ZFIN:ZDB-GENE-141216-265,znf638,,gene
ENSEMBL:ENSGALG00000004834,ENSEMBL:ENSGALG00000004834,,gene
WBPhenotype:0001810,oocyte septum formation variant,,phenotype
P23443,Ribosomal protein S6 kinase beta-1,,gene product
ZP:0002724,"myosin filament slow muscle cell disorganized, abnormal",,phenotype
ENSEMBL:ENSACAG00000004866,ENSEMBL:ENSACAG00000004866,,gene
HGNC:7739,NEFL,,gene
MP:0008507,thin retinal ganglion layer,,phenotype
GO:0005522,profilin binding,,molecular function
HP:0011787,Central hypothyroidism,,phenotype
WBPhenotype:0000642,hyperactive,,phenotype
MP:0006319,abnormal epididymal fat pad morphology,,phenotype
ZP:0003836,"regulation of fatty acid beta-oxidation disrupted, abnormal",,phenotype
ENSEMBL:ENSOANG00000048880,ENSEMBL:ENSOANG00000048880,,gene
ENSEMBL:ENSECAG00000026833,ENSEMBL:ENSECAG00000026833,,gene
PomBase:SPCC1183.02,SPCC1183.02,,gene
MP:0000512,intestinal ulcer,,phenotype
Xenbase:XB-GENE-487820,gapdh,,gene
dictyBase:DDB_G0281461,sodF,,gene
ENSEMBL:ENSOANG00000041824,ENSEMBL:ENSOANG00000041824,,gene
ENSEMBL:ENSRNOG00000004662,M0R6L9,,gene
Xenbase:XB-GENE-1217476,zmat2,,gene
SGD:S000001163,LSM12,,gene
MP:0009709,hydrometra,,phenotype
HGNC:1027,BDH1,,gene
ZP:0011509,"optic tectum process quality regulation of neurogenesis, abnormal",,phenotype
Xenbase:XB-GENE-5751496,wdr61,,gene
ZP:0000939,"swimming behavior disrupted, abnormal",,phenotype
ENSEMBL:ENSACAG00000020966,ENSEMBL:ENSACAG00000020966,,gene
ZP:0000593,"cell population proliferation increased occurrence, abnormal",,phenotype
SGD:S000001132,YNG2,,gene
ENSEMBL:ENSRNOG00000055911,LOC100361259,,gene
MP:0003794,delayed somite formation,,phenotype
WBPhenotype:0000698,vulvaless,,phenotype
ENSEMBL:ENSOANG00000003698,ENSEMBL:ENSOANG00000003698,,gene
ENSEMBL:ENSFCAG00000012428,ENSEMBL:ENSFCAG00000012428,,gene
HP:0001172,Abnormal thumb morphology,,phenotype
Coriell:GM04719,NIGMS-GM04719,,biological artifact
MP:0012138,decreased forebrain size,,phenotype
HGNC:8127,OGT,,gene
Xenbase:XB-GENE-493040,hap1,,gene
MP:0004354,absent deltoid tuberosity,,phenotype
EnsemblGenome:AT2G24010,EnsemblGenome:AT2G24010,,gene
HGNC:15630,TCERG1,,gene
MGI:96250,Hsp90aa1,,gene
ENSEMBL:ENSACAG00000022187,ENSEMBL:ENSACAG00000022187,,gene
MP:0004036,abnormal muscle relaxation,,phenotype
XPO:0115658,abnormally edematous dorsal fin,,phenotype
MP:0000601,small liver,,phenotype
ENSEMBL:ENSMODG00000036784,ENSEMBL:ENSMODG00000036784,,gene
ZP:0001383,"retinal outer plexiform layer morphology, abnormal",,phenotype
ZP:0019272,"pronephric nephron tubule epithelial cell differentiation process quality, abnormal",,phenotype
MP:0001411,spinning,,phenotype
FlyBase:CG1469,FlyBase:CG1469,,gene
ENSEMBL:ENSGALG00000025904,ENSEMBL:ENSGALG00000025904,,gene
ZP:0007181,"mitochondrion muscle cell broken, abnormal",,phenotype
MONARCH:APO_0000029APO_0000005,pseudohyphal growth:absent,,phenotype
ENSEMBL:ENSFCAG00000015145,ENSEMBL:ENSFCAG00000015145,,gene
HP:0008755,Laryngotracheomalacia,,phenotype
HP:0001875,Neutropenia,,phenotype
ENSEMBL:ENSMODG00000016138,ENSEMBL:ENSMODG00000016138,,gene
ENSEMBL:ENSBTAG00000048505,ENSEMBL:ENSBTAG00000048505,,gene
ENSEMBL:ENSFCAG00000000629,ENSEMBL:ENSFCAG00000000629,,gene
ENSEMBL:ENSCAFG00000044133,ENSEMBL:ENSCAFG00000044133,,gene
HP:0000256,Macrocephaly,,phenotype
MP:0009038,decreased inferior colliculus size,,phenotype
HP:0002859,Rhabdomyosarcoma,,phenotype
4173,telaprevir,,drug
ENSEMBL:ENSCAFG00000007950,MAP1B,,gene
5118,chromic chloride,,drug
FlyBase:FBgn0029812,Prosbeta2R1,,gene
ENSEMBL:ENSECAG00000005207,ENSEMBL:ENSECAG00000005207,,gene
PomBase:SPAC1B1.03c,kap95,,gene
ENSEMBL:ENSMMUG00000021395,ENSEMBL:ENSMMUG00000021395,,gene
ENSEMBL:ENSMODG00000037355,ENSEMBL:ENSMODG00000037355,,gene
WormBase:WBGene00016995,acly-1,,gene
MONARCH:APO_0000058APO_0000002,peroxisomal morphology:abnormal,,phenotype
ZP:0001192,"heart edematous, abnormal",,phenotype
ENSEMBL:ENSFCAG00000029873,ENSEMBL:ENSFCAG00000029873,,gene
SGD:S000002419,RPL4B,,gene
MGI:1298379,Matr3,,gene
ENSEMBL:ENSCAFG00000012212,ENSEMBL:ENSCAFG00000012212,,gene
ENSEMBL:ENSFCAG00000050011,ENSEMBL:ENSFCAG00000050011,,gene
WBPhenotype:0001236,transgene expression increased,,phenotype
ENSEMBL:ENSCAFG00000001976,ENSEMBL:ENSCAFG00000001976,,gene
ZFIN:ZDB-GENE-050419-202,pias1b,,gene
dictyBase:DDB_G0275619,pppB,,gene
ENSEMBL:ENSACAG00000011896,ENSEMBL:ENSACAG00000011896,,gene
WBPhenotype:0000202,alae variant,,phenotype
Xenbase:XB-GENE-479691,psmb7.2,,gene
MONARCH:APO_0000149APO_0000003,protein/peptide accumulation:decreased,,phenotype
HP:0011851,Hemopericardium,,phenotype
MP:0001901,absence of NMDA-mediated synaptic currents,,phenotype
ENSEMBL:ENSECAG00000010011,ENSEMBL:ENSECAG00000010011,,gene
ZP:0018478,"acetylcholine-gated channel complex myotome increased area, abnormal",,phenotype
MP:0005332,abnormal amino acid level,,phenotype
HP:0002515,Waddling gait,,phenotype
ENSEMBL:ENSACAG00000002543,ENSEMBL:ENSACAG00000002543,,gene
ZP:0006749,"brain vasculature decreased functionality, abnormal",,phenotype
ZFIN:ZDB-GENE-120409-2,gemin7,,gene
HP:0000842,Hyperinsulinemia,,phenotype
ZP:0003402,"ventricular zone damaged, abnormal",,phenotype
ENSEMBL:ENSMMUG00000018254,ENSEMBL:ENSMMUG00000018254,,gene
ENSEMBL:ENSPTRG00000018630,ENSEMBL:ENSPTRG00000018630,,gene
ZFIN:ZDB-GENE-070103-4,nefmb,,gene
HGNC:16716,DHX30,,gene
ENSEMBL:ENSGALG00000012297,ENSEMBL:ENSGALG00000012297,,gene
EFO:0005763,pulse pressure measurement,,phenotype
FlyBase:FBgn0263391,hts,,gene
FlyBase:FBgn0042712,HBS1,,gene
ENSEMBL:ENSMMUG00000020109,ENSEMBL:ENSMMUG00000020109,,gene
ENSEMBL:ENSCAFG00000019833,ENSEMBL:ENSCAFG00000019833,,gene
WBPhenotype:0000119,protein expression increased,,phenotype
ZP:0018636,"atrioventricular canal increased distribution, abnormal",,phenotype
ZP:0000945,"pigment cell quality, abnormal",,phenotype
MP:0005635,decreased circulating bilirubin level,,phenotype
ENSEMBL:ENSECAG00000024841,ENSEMBL:ENSECAG00000024841,,gene
WormBase:WBGene00010677,gtbp-1,,gene
ZP:0011932,"nuclear pore retina malformed, abnormal",,phenotype
MONDO:0000129,glutaric aciduria,,phenotype
ENSEMBL:ENSSSCG00000014804,LAMTOR1,,gene
ZP:0103451,"angiogenic sprout central artery complexity, abnormal",,phenotype
MGI:2447670,Mgrn1,,gene
ZP:0102473,"cilium retina absent, abnormal",,phenotype
Xenbase:XB-GENE-487200,ctnnb1,,gene
ZP:0000541,"cardiac muscle cell ventricular myocardium increased amount, abnormal",,phenotype
ZFIN:ZDB-GENE-980605-9,ube2kb,,gene
Xenbase:XB-GENE-972413,dnajb6,,gene
ENSEMBL:ENSFCAG00000003400,ENSEMBL:ENSFCAG00000003400,,gene
MONARCH:APO_0000309APO_0000004,respiratory growth:increased,,phenotype
HGNC:28796,MRFAP1L1,,gene
WBPhenotype:0001029,patchy coloration,,phenotype
APO:0000097,auxotrophy,,phenotype
MP:0008170,decreased B-1b cell number,,phenotype
ENSEMBL:ENSACAG00000011069,ENSEMBL:ENSACAG00000011069,,gene
MP:0011032,impaired branching involved in terminal bronchiole morphogenesis,,phenotype
WBPhenotype:0000605,reproductive system morphology variant,,phenotype
ZP:0016188,"neuroepithelial cell apoptotic, abnormal",,phenotype
ZP:0137506,"secondary motor neuron process quality axon guidance, abnormal",,phenotype
HGNC:3274,EIF3G,,gene
SGD:S000002803,SXM1,,gene
MP:0009146,abnormal pancreatic acinar cell morphology,,phenotype
HP:0001065,Striae distensae,,phenotype
MP:0003858,enhanced coordination,,phenotype
ENSEMBL:ENSMODG00000007594,ENSEMBL:ENSMODG00000007594,,gene
ENSEMBL:ENSMMUG00000007430,ENSEMBL:ENSMMUG00000007430,,gene
ENSEMBL:ENSMMUG00000011622,ENSEMBL:ENSMMUG00000011622,,gene
MGI:1917821,Tcerg1l,,gene
ENSEMBL:ENSACAG00000012815,ENSEMBL:ENSACAG00000012815,,gene
ENSEMBL:ENSPTRG00000020087,ENSEMBL:ENSPTRG00000020087,,gene
HP:0012647,Abnormal inflammatory response,,phenotype
ENSEMBL:ENSPTRG00000013695,ENSEMBL:ENSPTRG00000013695,,gene
EFO:0009589,worry measurement,,phenotype
ENSEMBL:ENSACAG00000014733,ENSEMBL:ENSACAG00000014733,,gene
ENSEMBL:ENSPTRG00000015878,ENSEMBL:ENSPTRG00000015878,,gene
ENSEMBL:ENSECAG00000024945,ENSEMBL:ENSECAG00000024945,,gene
ZP:0005495,"atrium decreased contractility, abnormal",,phenotype
ENSEMBL:ENSACAG00000021018,ENSEMBL:ENSACAG00000021018,,gene
ENSEMBL:ENSCAFG00000008647,TKT,,gene
ENSEMBL:ENSGALG00000008677,ENSEMBL:ENSGALG00000008677,,gene
ENSEMBL:ENSOANG00000009047,ENSEMBL:ENSOANG00000009047,,gene
ENSEMBL:ENSGALG00000003950,ENSEMBL:ENSGALG00000003950,,gene
ENSEMBL:ENSMMUG00000004484,ENSEMBL:ENSMMUG00000004484,,gene
WormBase:WBGene00020166,T02G5.7,,gene
dictyBase:DDB_G0279721,ubqH,,gene
MGI:107157,Sin3a,,gene
WormBase:WBGene00001684,gpd-2,,gene
HP:0008959,Distal upper limb muscle weakness,,phenotype
ZFIN:ZDB-GENE-030131-5379,kdm5ba,,gene
MP:0001052,abnormal innervation pattern to muscle,,phenotype
HGNC:15577,EPPK1,,gene
ENSEMBL:ENSMMUG00000040393,ENSEMBL:ENSMMUG00000040393,,gene
ENSEMBL:ENSBTAG00000038103,DPPA4,,gene
WBPhenotype:0000195,distal tip cell migration variant,,phenotype
ENSEMBL:ENSMODG00000017882,ENSEMBL:ENSMODG00000017882,,gene
ENSEMBL:ENSOANG00000013033,ENSEMBL:ENSOANG00000013033,,gene
MP:0008049,increased memory T cell number,,phenotype
ENSEMBL:ENSSSCG00000038436,HYPK,,gene
HGNC:17597,NCDN,,gene
RGD:1561602,Nlk,,gene
RGD:628886,Optn,,gene
HP:0003811,Neonatal death,,phenotype
MP:0009763,increased sensitivity to induced morbidity/mortality,,phenotype
RGD:2318303,LOC100362384,,gene
ZFIN:ZDB-GENE-030909-13,tktb,,gene
WormBase:WBGene00011995,rsf-1,,gene
MP:0008213,absent immature B cells,,phenotype
MP:0013203,abnormal primary cilium morphology,,phenotype
HP:0004373,Focal dystonia,,phenotype
MP:0009506,abnormal mammary gland alveolus morphology,,phenotype
ZP:0018114,"enteric neuron intestine decreased amount, abnormal",,phenotype
ZP:0007403,"ceratobranchial 5 tooth decreased amount, abnormal",,phenotype
MGI:5432177,Gt(ROSA)26Sor<tm49(HTT)Arte>/Gt(ROSA)26Sor<+> [Not Specified],,genotype
ENSEMBL:ENSCAFG00000014620,ENSEMBL:ENSCAFG00000014620,,gene
WBPhenotype:0001972,germ cell compartment multinucleate,,phenotype
WBPhenotype:0000345,VPC cell division variant,,phenotype
MONARCH:APO_0000310APO_0000003,growth in exponential phase:decreased,,phenotype
MP:0002966,decreased circulating alkaline phosphatase level,,phenotype
WormBase:WBGene00002637,let-418,,gene
ENSEMBL:ENSOANG00000009993,ENSEMBL:ENSOANG00000009993,,gene
HP:0011443,Abnormality of coordination,,phenotype
MP:0003877,abnormal serotonergic neuron morphology,,phenotype
ENSEMBL:ENSSSCG00000033082,HGS,,gene
Xenbase:XB-GENE-961670,ppp1cb,,gene
MP:0008641,increased circulating interleukin-1 beta level,,phenotype
ENSEMBL:ENSPTRG00000009578,ENSEMBL:ENSPTRG00000009578,,gene
ENSEMBL:ENSMMUG00000015192,ENSEMBL:ENSMMUG00000015192,,gene
MP:0005348,increased T cell proliferation,,phenotype
WBPhenotype:0000641,activity level variant,,phenotype
ENSEMBL:ENSOANG00000012459,ENSEMBL:ENSOANG00000012459,,gene
FlyBase:FBgn0034646,Rae1,,gene
WormBase:WBGene00002075,imb-1,,gene
APO:0000113,viable,,phenotype
ENSEMBL:ENSGALG00000040016,PPP1CA,,gene
SGD:S000000912,KAP123,,gene
ENSEMBL:ENSACAG00000003643,ENSEMBL:ENSACAG00000003643,,gene
MONARCH:APO_0000028APO_0000005,invasive growth:absent,,phenotype
HP:0007495,Prematurely aged appearance,,phenotype
MP:0001973,increased thermal nociceptive threshold,,phenotype
PomBase:SPBC28F2.12,rpb1,,gene
NCBIGene:101735222,LOC101735222,,gene
HP:0001699,Sudden death,,phenotype
ENSEMBL:ENSACAG00000009052,ENSEMBL:ENSACAG00000009052,,gene
ENSEMBL:ENSCAFG00000018930,GIT1,,gene
dictyBase:DDB_G0289909,DDB0188631,,gene
WormBase:WBGene00004819,skr-13,,gene
ENSEMBL:ENSMMUG00000005780,ENSEMBL:ENSMMUG00000005780,,gene
EnsemblGenome:AT1G80780,EnsemblGenome:AT1G80780,,gene
HP:0000454,Flared nostrils,,phenotype
ENSEMBL:ENSGALG00000004306,ENSEMBL:ENSGALG00000004306,,gene
ZP:0015258,"primary motor neuron structure, abnormal",,phenotype
ZFIN:ZDB-GENE-040426-1922,eif3i,,gene
dictyBase:DDB_G0281363,DDB0204159,,gene
HP:0200058,Angiosarcoma,,phenotype
HP:0003261,Increased circulating IgA level,,phenotype
ENSEMBL:ENSMODG00000004179,ENSEMBL:ENSMODG00000004179,,gene
ENSEMBL:ENSCAFG00000023133,ENSEMBL:ENSCAFG00000023133,,gene
MP:0003122,maternal imprinting,,phenotype
RGD:1562602,Pml,,gene
ENSEMBL:ENSBTAG00000020357,ENSEMBL:ENSBTAG00000020357,,gene
dictyBase:DDB_G0292120,cnrK,,gene
ClinVarVariant:225541,NM_002111.8(HTT):c.4463+1G>A,,variant
ENSEMBL:ENSECAG00000008338,ENSEMBL:ENSECAG00000008338,,gene
HGNC:9284,PPP1R10,,gene
ENSEMBL:ENSFCAG00000000566,ENSEMBL:ENSFCAG00000000566,,gene
WBPhenotype:0001621,organism oxidative stress response hypersensitive,,phenotype
HP:0001798,Anonychia,,phenotype
ENSEMBL:ENSBTAG00000002707,IPO4,,gene
RGD:628747,Etfa,,gene
WormBase:WBGene00009027,F21G4.6,,gene
MP:0000872,abnormal cerebellum external granule cell layer morphology,,phenotype
ENSEMBL:ENSECAG00000012035,ENSEMBL:ENSECAG00000012035,,gene
HP:0011718,Abnormality of the pulmonary veins,,phenotype
ENSEMBL:ENSGALG00000031131,ENSEMBL:ENSGALG00000031131,,gene
HGNC:10548,ATXN1,,gene
WBPhenotype:0002057,Bacillus thuringiensis toxin hypersensitive,,phenotype
GO:0044325,transmembrane transporter binding,,molecular function
ENSEMBL:ENSBTAG00000001398,ATP2A2,,gene
MP:0008495,decreased IgG1 level,,phenotype
ZFIN:ZDB-GENE-091204-452,psme4a,,gene
ENSEMBL:ENSMODG00000024179,ENSEMBL:ENSMODG00000024179,,gene
ENSEMBL:ENSFCAG00000000591,ENSEMBL:ENSFCAG00000000591,,gene
HP:0011097,Epileptic spasm,,phenotype
ENSEMBL:ENSMODG00000044770,ENSEMBL:ENSMODG00000044770,,gene
MP:0000814,absent dentate gyrus,,phenotype
MP:0009971,decreased hippocampus pyramidal cell number,,phenotype
ENSEMBL:ENSCAFG00000016648,MTOR,,gene
HP:0010830,Impaired tactile sensation,,phenotype
RGD:1302939,Eef1g,,gene
ENSEMBL:ENSGALG00000008163,ENSEMBL:ENSGALG00000008163,,gene
WormBase:WBGene00006791,unc-57,,gene
ENSEMBL:ENSOANG00000028768,ENSEMBL:ENSOANG00000028768,,gene
ZP:0002294,"gut decreased size, abnormal",,phenotype
MP:0002722,abnormal immune system organ morphology,,phenotype
WBPhenotype:0002076,cortical granule exocytosis variant,,phenotype
ENSEMBL:ENSACAG00000010232,ENSEMBL:ENSACAG00000010232,,gene
HP:0000609,Optic nerve hypoplasia,,phenotype
HP:0002073,Progressive cerebellar ataxia,,phenotype
ENSEMBL:ENSMODG00000008861,ENSEMBL:ENSMODG00000008861,,gene
WormBase:WBGene00022710,ZK354.9,,gene
ENSEMBL:ENSFCAG00000045185,ENSEMBL:ENSFCAG00000045185,,gene
HP:0002131,Episodic ataxia,,phenotype
ENSEMBL:ENSGALG00000004509,ENSEMBL:ENSGALG00000004509,,gene
ENSEMBL:ENSFCAG00000002182,ENSEMBL:ENSFCAG00000002182,,gene
dictyBase:DDB_G0277089,dictyBase:DDB_G0277089,,gene
MGI:1927140,Git1,,gene
MGI:700012,Ostf1,,gene
ENSEMBL:ENSMMUG00000011612,ENSEMBL:ENSMMUG00000011612,,gene
MP:0002753,dilated heart left ventricle,,phenotype
ENSEMBL:ENSFCAG00000031909,ENSEMBL:ENSFCAG00000031909,,gene
WBPhenotype:0000632,axon fasciculation variant,,phenotype
WormBase:WBGene00020086,npr-24,,gene
ENSEMBL:ENSSSCG00000005590,ENSEMBL:ENSSSCG00000005590,,gene
681,clioquinol,,drug
ZP:0008040,"Z disc cardiac muscle cell broken, abnormal",,phenotype
ENSEMBL:ENSCAFG00000019944,J9NXZ3,,gene
RGD:619708,Fez1,,gene
ZFIN:ZDB-GENE-080214-5,hspb15,,gene
dictyBase:DDB_G0284329,gefA,,gene
PomBase:SPBC2G2.06c,apl1,,gene
HGNC:8878,PFKP,,gene
dictyBase:DDB_G0278847,psmA6,,gene
RGD:1561019,Gprasp2,,gene
MONARCH:APO_0000209APO_0000005,protein/peptide distribution:absent,,phenotype
WBPhenotype:0000207,defecation cycle variant,,phenotype
Xenbase:XB-GENE-1015302,st13,,gene
ZP:0000944,"photoreceptor cell retinal photoreceptor layer absent, abnormal",,phenotype
WormBase:WBGene00004323,rde-1,,gene
HP:0001671,Abnormal cardiac septum morphology,,phenotype
WBPhenotype:0001882,aneuploidy,,phenotype
ENSEMBL:ENSSSCG00000011158,PFKP,,gene
ENSEMBL:ENSBTAG00000001755,ENSEMBL:ENSBTAG00000001755,,gene
ENSEMBL:ENSMMUG00000044809,ENSEMBL:ENSMMUG00000044809,,gene
ENSEMBL:ENSPTRG00000007537,ENSEMBL:ENSPTRG00000007537,,gene
MP:0008411,decreased cellular sensitivity to ultraviolet irradiation,,phenotype
ENSEMBL:ENSMODG00000013903,ENSEMBL:ENSMODG00000013903,,gene
ENSEMBL:ENSOANG00000048246,ENSEMBL:ENSOANG00000048246,,gene
ENSEMBL:ENSSSCG00000001396,SLA-8,,gene
ENSEMBL:ENSOANG00000009358,ENSEMBL:ENSOANG00000009358,,gene
WBPhenotype:0000748,asymmetric cell division defective early emb,,phenotype
MP:0004502,decreased incidence of tumors by chemical induction,,phenotype
ENSEMBL:ENSCAFG00000005434,J9NTC2,,gene
ZP:0005993,"retinal photoreceptor layer morphology, abnormal",,phenotype
MP:0001176,abnormal lung development,,phenotype
MP:0008451,retinal rod cell degeneration,,phenotype
HP:0011611,Interrupted aortic arch,,phenotype
